score,coverage,variants_used,variants_total,variants_flipped,variants_ambiguous,trait,trait_efo
PGS002542,0.9619565217391305,1062,1104,0,0,Eczema,HP_0000964
PGS002543,0.9753787878787878,515,528,0,0,Endocrine and diabetes diseases,EFO_0001379
PGS002544,0.9604967828819393,6419,6683,0,0,Eosinophil count,EFO_0004842
PGS002545,0.9666266506602641,4026,4165,0,0,FEV1/FVC Ratio,EFO_0004713
PGS002546,0.9681993983669961,2253,2327,0,0,Forced Vital Capacity,EFO_0004312
PGS002547,0.9761904761904762,820,840,0,0,Glucose,EFO_0004468
PGS002548,0.9381712181650813,6115,6518,0,0,HDL Cholesterol,EFO_0004612
PGS002549,0.908476898981989,9281,10216,0,0,Hair Color,EFO_0007822
PGS002550,0.9553453585569731,4343,4546,0,0,HbA1c,EFO_0004541
PGS002551,0.9515700036941264,25759,27070,0,0,Height,EFO_0004339
PGS002552,0.9510142749812172,6329,6655,0,0,High Light Scatter Reticulocyte Count,EFO_0007986
PGS002553,0.9506172839506173,770,810,0,0,High cholesterol,HP_0003124
PGS002554,0.9644314868804664,1654,1715,0,0,Hypertension,EFO_0000537
PGS002555,0.962474645030426,949,986,0,0,Hypothyroidism,EFO_0004705
PGS002556,0.9327990135635018,3026,3244,0,0,LDL Cholesterol,EFO_0004611
PGS002557,0.9614243323442137,5508,5729,0,0,Lymphocyte Count,EFO_0004587
PGS002558,0.9384643644379133,10218,10888,0,0,Mean Corpuscular Hemoglobin,EFO_0004527
PGS002559,0.9262183643589207,17713,19124,0,0,Mean Platelet Volume,EFO_0004584
PGS002560,0.9514740412209758,7294,7666,0,0,Monocyte Count,EFO_0005091
PGS002561,0.9488272921108742,445,469,0,0,Neuroticism,EFO_0007660
PGS002562,0.9429445926856067,12015,12742,0,0,Platelet count,EFO_0004309
PGS002563,0.9718100890207715,1310,1348,0,0,Psoriasis,EFO_0000676
PGS002564,0.9491436100131753,7204,7590,0,0,Red Blood Cell Count,EFO_0004305
PGS002565,0.9467700258397933,7328,7740,0,0,Red Blood Cell Distribution Width,EFO_0005192
PGS002566,0.9650455927051672,635,658,0,0,Respiratory and ear-nose-throat diseases,EFO_0000684
PGS002567,0.9593810444874274,496,517,0,0,Smoking status,EFO_0006527
PGS002568,0.9669515669515669,3394,3510,0,0,Systolic Blood Pressure,EFO_0006335
PGS002569,0.8902337228714524,4266,4792,0,0,Tanning,EFO_0004279
PGS002570,0.9612159329140462,917,954,0,0,Thyroid (self-reported conditions),EFO_1000627
PGS002571,0.9426252448922474,3368,3573,0,0,Total cholesterol,EFO_0004574
PGS002572,0.9379627265764616,3674,3917,0,0,Triglycerides,EFO_0004530
PGS002573,0.9717682020802377,654,673,0,0,Type 2 diabetes,MONDO_0005148
PGS002574,0.8861061419200954,1486,1677,0,0,Vitamin D,EFO_0004631
PGS002575,0.9550137362637363,2781,2912,0,0,Waist-Hip Ratio,EFO_0004343
PGS002576,0.9595610648242228,4722,4921,0,0,White Blood Count,EFO_0004308
PGS002577,0.9523809523809523,20,21,0,0,Number of children ever born,EFO_0009102
PGS002578,0.9696969696969697,864,891,0,0,Age of Menarche,EFO_0004703
PGS002579,0.9761431411530815,491,503,0,0,Asthma,MONDO_0004979
PGS002580,0.9611650485436893,198,206,0,0,Autoimmune disease,EFO_0005140
PGS002581,0.9723270440251572,2319,2385,0,0,BMI,EFO_0004340
PGS002582,0.9644644644644644,1927,1998,0,0,Balding Type 1,EFO_0007825
PGS002583,0.956752655538695,7566,7908,0,0,Bone Mineral Density,EFO_0003923
PGS002584,0.9717425431711146,619,637,0,0,Cardiovascular disease,EFO_0000319
PGS002585,1.0,12,12,0,0,Childless,EFO_0007862
PGS002586,0.9882352941176471,252,255,0,0,Chronotype (morning person),EFO_0008328
PGS002587,0.9747081712062257,501,514,0,0,College education,EFO_0011015
PGS002588,0.9833333333333333,236,240,0,0,Dermatologic diseases,EFO_0000701
PGS002589,0.9700374531835206,259,267,0,0,Diabetes (any type),EFO_0000400
PGS002590,0.9712918660287081,2030,2090,0,0,Diastolic blood pressure,EFO_0006336
PGS002591,0.9610194902548725,641,667,0,0,Eczema,HP_0000964
PGS002592,0.983957219251337,184,187,0,0,Endocrine and diabetes diseases,EFO_0001379
PGS002593,0.9621552277100706,4500,4677,0,0,Eosinophil count,EFO_0004842
PGS002594,0.9701034879264085,2531,2609,0,0,FEV1/FVC Ratio,EFO_0004713
PGS002595,0.9676113360323887,1195,1235,0,0,Forced Vital Capacity,EFO_0004312
PGS002596,0.9813278008298755,473,482,0,0,Glucose,EFO_0004468
PGS002597,0.9411143942591811,4459,4738,0,0,HDL Cholesterol,EFO_0004612
PGS002598,0.9103705486044273,7567,8312,0,0,Hair Color,EFO_0007822
PGS002599,0.9571194762684124,2924,3055,0,0,HbA1c,EFO_0004541
PGS002600,0.9561704599461371,18107,18937,0,0,Height,EFO_0004339
PGS002601,0.9538192164587437,4358,4569,0,0,High Light Scatter Reticulocyte Count,EFO_0007986
PGS002602,0.9614678899082569,524,545,0,0,High cholesterol,HP_0003124
PGS002603,0.9704952581664911,921,949,0,0,Hypertension,EFO_0000537
PGS002604,0.9545454545454546,525,550,0,0,Hypothyroidism,EFO_0004705
PGS002605,0.9379546427043218,2192,2337,0,0,LDL Cholesterol,EFO_0004611
PGS002606,0.961922268907563,3663,3808,0,0,Lymphocyte Count,EFO_0004587
PGS002607,0.9402519645752775,7538,8017,0,0,Mean Corpuscular Hemoglobin,EFO_0004527
PGS002608,0.9303198887343532,13378,14380,0,0,Mean Platelet Volume,EFO_0004584
PGS002609,0.9547233091112354,5124,5367,0,0,Monocyte Count,EFO_0005091
PGS002610,0.9336734693877551,183,196,0,0,Neuroticism,EFO_0007660
PGS002611,0.9467403314917127,8568,9050,0,0,Platelet count,EFO_0004309
PGS002612,0.9828926905132193,632,643,0,0,Psoriasis,EFO_0000676
PGS002613,0.9503491078355314,4900,5156,0,0,Red Blood Cell Count,EFO_0004305
PGS002614,0.9512899152083709,5273,5543,0,0,Red Blood Cell Distribution Width,EFO_0005192
PGS002615,0.9738219895287958,372,382,0,0,Respiratory and ear-nose-throat diseases,EFO_0000684
PGS002616,0.9601990049751243,193,201,0,0,Smoking status,EFO_0006527
PGS002617,0.9694174757281553,1997,2060,0,0,Systolic Blood Pressure,EFO_0006335
PGS002618,0.8956780923994039,3606,4026,0,0,Tanning,EFO_0004279
PGS002619,0.958029197080292,525,548,0,0,Thyroid (self-reported conditions),EFO_1000627
PGS002620,0.941267989109296,2420,2571,0,0,Total cholesterol,EFO_0004574
PGS002621,0.9397896264055132,2591,2757,0,0,Triglycerides,EFO_0004530
PGS002622,0.9829351535836177,288,293,0,0,Type 2 diabetes,MONDO_0005148
PGS002623,0.8926458157227388,1056,1183,0,0,Vitamin D,EFO_0004631
PGS002624,0.9524330235101148,1742,1829,0,0,Waist-Hip Ratio,EFO_0004343
PGS002625,0.9645100502512562,3071,3184,0,0,White Blood Count,EFO_0004308
PGS002626,0.9066909421939008,189240,208715,0,0,Number of children ever born,EFO_0009102
PGS002627,0.9099576704552291,756264,831098,0,0,Age of Menarche,EFO_0004703
PGS002628,0.9077336009274866,186345,205286,0,0,Asthma,MONDO_0004979
PGS002629,0.8990177656840134,143058,159127,0,0,Autoimmune disease,EFO_0005140
PGS002630,0.9448914073529696,586290,620484,0,0,BMI,EFO_0004340
PGS002631,0.9013694914327005,790867,877406,0,0,Balding Type 1,EFO_0007825
PGS002632,0.9339349412194704,403727,432286,0,0,Bone Mineral Density,EFO_0003923
PGS002633,0.9275212840781448,353419,381036,0,0,Cardiovascular disease,EFO_0000319
PGS002634,0.9020306902757356,158890,176147,0,0,Childless,EFO_0007862
PGS002635,0.9348878210668233,378609,404978,0,0,Chronotype (morning person),EFO_0008328
PGS002636,0.9337308294426511,539181,577448,0,0,College education,EFO_0011015
PGS002637,0.8781322710716417,144170,164178,0,0,Dermatologic diseases,EFO_0000701
PGS002638,0.9067004600098632,224305,247386,0,0,Diabetes (any type),EFO_0000400
PGS002639,0.9320278119397235,503213,539912,0,0,Diastolic blood pressure,EFO_0006336
PGS002640,0.9123918353827681,220370,241530,0,0,Eczema,HP_0000964
PGS002641,0.9024263863673552,231633,256678,0,0,Endocrine and diabetes diseases,EFO_0001379
PGS002642,0.928126561006667,321439,346331,0,0,Eosinophil count,EFO_0004842
PGS002643,0.9297975538162393,472922,508629,0,0,FEV1/FVC Ratio,EFO_0004713
PGS002644,0.9242984599187442,547828,592696,0,0,Forced Vital Capacity,EFO_0004312
PGS002645,0.8986266706093937,370750,412574,0,0,Glucose,EFO_0004468
PGS002646,0.9271277005741168,372875,402183,0,0,HDL Cholesterol,EFO_0004612
PGS002647,0.9375369362228758,134845,143829,0,0,Hair Color,EFO_0007822
PGS002648,0.9258252348394165,365064,394312,0,0,HbA1c,EFO_0004541
PGS002649,0.9509960550414649,455374,478839,0,0,Height,EFO_0004339
PGS002650,0.9344862765342872,380135,406785,0,0,High Light Scatter Reticulocyte Count,EFO_0007986
PGS002651,0.9017000659971453,176249,195463,0,0,High cholesterol,HP_0003124
PGS002652,0.9281870356641072,358063,385766,0,0,Hypertension,EFO_0000537
PGS002653,0.9050291212965308,178698,197450,0,0,Hypothyroidism,EFO_0004705
PGS002654,0.9090190651346578,249603,274585,0,0,LDL Cholesterol,EFO_0004611
PGS002655,0.9265824232374635,437535,472203,0,0,Lymphocyte Count,EFO_0004587
PGS002656,0.920212266766771,323577,351633,0,0,Mean Corpuscular Hemoglobin,EFO_0004527
PGS002657,0.9254064581686802,327853,354280,0,0,Mean Platelet Volume,EFO_0004584
PGS002658,0.9258931674772027,327656,353881,0,0,Monocyte Count,EFO_0005091
PGS002659,0.9224945682316139,503980,546323,0,0,Neuroticism,EFO_0007660
PGS002660,0.9348025873952848,370251,396074,0,0,Platelet count,EFO_0004309
PGS002661,0.8615467209177474,243928,283128,0,0,Psoriasis,EFO_0000676
PGS002662,0.9268407547807356,438873,473515,0,0,Red Blood Cell Count,EFO_0004305
PGS002663,0.9207753724586386,313222,340172,0,0,Red Blood Cell Distribution Width,EFO_0005192
PGS002664,0.9066416582503727,188518,207930,0,0,Respiratory and ear-nose-throat diseases,EFO_0000684
PGS002665,0.9227135631212665,314494,340836,0,0,Smoking status,EFO_0006527
PGS002666,0.9313668607960766,510471,548088,0,0,Systolic Blood Pressure,EFO_0006335
PGS002667,0.928251882892576,114744,123613,0,0,Tanning,EFO_0004279
PGS002668,0.9051357160920509,171802,189808,0,0,Thyroid (self-reported conditions),EFO_1000627
PGS002669,0.9093593989821472,281424,309475,0,0,Total cholesterol,EFO_0004574
PGS002670,0.9225966882846621,350238,379622,0,0,Triglycerides,EFO_0004530
PGS002671,0.9022455124582982,233124,258382,0,0,Type 2 diabetes,MONDO_0005148
PGS002672,0.9265247832111974,306222,330506,0,0,Vitamin D,EFO_0004631
PGS002673,0.9340418073467279,303756,325206,0,0,Waist-Hip Ratio,EFO_0004343
PGS002674,0.9275851831366265,456153,491764,0,0,White Blood Count,EFO_0004308
PGS002675,1.0,981889,981889,0,0,Number of children ever born,EFO_0009102
PGS002676,1.0,988120,988120,0,0,Age of Menarche,EFO_0004703
PGS002677,1.0,934369,934369,0,0,Asthma,MONDO_0004979
PGS002678,1.0,923726,923726,0,0,Autoimmune disease,EFO_0005140
PGS002679,1.0,987879,987879,0,0,BMI,EFO_0004340
PGS002680,1.0,965079,965079,0,0,Balding Type 1,EFO_0007825
PGS002681,1.0,984276,984276,0,0,Bone Mineral Density,EFO_0003923
PGS002682,1.0,972965,972965,0,0,Cardiovascular disease,EFO_0000319
PGS002683,1.0,954898,954898,0,0,Childless,EFO_0007862
PGS002684,1.0,977159,977159,0,0,Chronotype (morning person),EFO_0008328
PGS002685,1.0,980529,980529,0,0,College education,EFO_0011015
PGS002686,1.0,815851,815851,0,0,Dermatologic diseases,EFO_0000701
PGS002687,1.0,923080,923080,0,0,Diabetes (any type),EFO_0000400
PGS002688,1.0,985844,985844,0,0,Diastolic blood pressure,EFO_0006336
PGS002689,1.0,957578,957578,0,0,Eczema,HP_0000964
PGS002690,1.0,905637,905637,0,0,Endocrine and diabetes diseases,EFO_0001379
PGS002691,1.0,980421,980421,0,0,Eosinophil count,EFO_0004842
PGS002692,1.0,985212,985212,0,0,FEV1/FVC Ratio,EFO_0004713
PGS002693,1.0,986815,986815,0,0,Forced Vital Capacity,EFO_0004312
PGS002694,1.0,969640,969640,0,0,Glucose,EFO_0004468
PGS002695,1.0,971682,971682,0,0,HDL Cholesterol,EFO_0004612
PGS002696,1.0,924497,924497,0,0,Hair Color,EFO_0007822
PGS002697,1.0,989344,989344,0,0,HbA1c,EFO_0004541
PGS002698,1.0,986966,986966,0,0,Height,EFO_0004339
PGS002699,1.0,983680,983680,0,0,High Light Scatter Reticulocyte Count,EFO_0007986
PGS002700,1.0,937601,937601,0,0,High cholesterol,HP_0003124
PGS002701,1.0,973782,973782,0,0,Hypertension,EFO_0000537
PGS002702,1.0,889041,889041,0,0,Hypothyroidism,EFO_0004705
PGS002703,1.0,970081,970081,0,0,LDL Cholesterol,EFO_0004611
PGS002704,1.0,983350,983350,0,0,Lymphocyte Count,EFO_0004587
PGS002705,1.0,979778,979778,0,0,Mean Corpuscular Hemoglobin,EFO_0004527
PGS002706,1.0,973986,973986,0,0,Mean Platelet Volume,EFO_0004584
PGS002707,1.0,980307,980307,0,0,Monocyte Count,EFO_0005091
PGS002708,1.0,989963,989963,0,0,Neuroticism,EFO_0007660
PGS002709,1.0,981460,981460,0,0,Platelet count,EFO_0004309
PGS002710,1.0,566839,566839,0,0,Psoriasis,EFO_0000676
PGS002711,1.0,982902,982902,0,0,Red Blood Cell Count,EFO_0004305
PGS002712,1.0,976311,976311,0,0,Red Blood Cell Distribution Width,EFO_0005192
PGS002713,1.0,940620,940620,0,0,Respiratory and ear-nose-throat diseases,EFO_0000684
PGS002714,1.0,981081,981081,0,0,Smoking status,EFO_0006527
PGS002715,1.0,985820,985820,0,0,Systolic Blood Pressure,EFO_0006335
PGS002716,1.0,947237,947237,0,0,Tanning,EFO_0004279
PGS002717,1.0,895602,895602,0,0,Thyroid (self-reported conditions),EFO_1000627
PGS002718,1.0,977049,977049,0,0,Total cholesterol,EFO_0004574
PGS002719,1.0,981472,981472,0,0,Triglycerides,EFO_0004530
PGS002720,1.0,911809,911809,0,0,Type 2 diabetes,MONDO_0005148
PGS002721,1.0,981998,981998,0,0,Vitamin D,EFO_0004631
PGS002722,1.0,984160,984160,0,0,Waist-Hip Ratio,EFO_0004343
PGS002723,1.0,983751,983751,0,0,White Blood Count,EFO_0004308
PGS002724,1.0,1213574,1213574,0,0,Ischemic stroke,HP_0002140
PGS002725,1.0,6010730,6010730,0,0,Ischemic stroke,HP_0002140
PGS002727,0.9999989856335276,985836,985837,0,0,Asthma,MONDO_0004979
PGS002728,0.9318181818181818,41,44,0,0,Hip osteoarthritis,EFO_1000786
PGS002729,1.0,24,24,0,0,Knee osteoarthritis,EFO_0004616
PGS002730,0.8571428571428571,30,35,0,0,LDL lowering in response to statin,GO_0036273
PGS002731,0.9411764705882353,16,17,0,0,Alzheimer’s disease,MONDO_0004975
PGS002732,1.0,77,77,0,0,Chronic elevation of alanine aminotransferase,EFO_0004735
PGS002733,0.9411764705882353,16,17,0,0,Type 2 diabetes,MONDO_0005148
PGS002734,0.7513812154696132,272,362,0,0,Systolic blood pressure,EFO_0006335
PGS002735,0.9473684210526315,18,19,0,0,Endometrial cancer,EFO_1001512
PGS002736,0.875,21,24,0,0,Endometrial cancer,EFO_1001512
PGS002737,0.9444444444444444,68,72,0,0,Endometrial cancer,EFO_1001512
PGS002738,1.0,326000,326000,0,0,Alcohol use disorder,MONDO_0007079
PGS002739,1.0,858,858,0,0,Alcohol use disorder,MONDO_0007079
PGS002740,0.9090909090909091,20,22,0,0,Pancreatic cancer,EFO_0002618
PGS002741,0.968503937007874,123,127,0,0,Primary open-angle glaucoma,EFO_0004190
PGS002742,0.991304347826087,114,115,0,0,Colorectal cancer,EFO_0005842
PGS002743,0.991304347826087,114,115,0,0,Colorectal cancer,EFO_0005842
PGS002744,0.991304347826087,114,115,0,0,Colorectal cancer,EFO_0005842
PGS002745,1.0,2575,2575,0,0,Rheumatoid arthritis,EFO_0000685
PGS002746,0.9991901241874473,513243,513659,0,0,Attention-deficit hyperactivity disorder,EFO_0003888
PGS002747,0.9716981132075472,103,106,0,0,Gastrointestinal cancer,EFO_1000218
PGS002748,0.7091633466135459,178,251,0,0,Height,EFO_0004339
PGS002749,0.9,9,10,0,0,Total knee replacement,EFO_0004616
PGS002750,0.7567567567567568,28,37,0,0,Total hip replacement,EFO_1000786
PGS002751,0.8571428571428571,12,14,0,0,Body mass index,EFO_0004340
PGS002752,0.9996273694393378,1089145,1089551,0,0,Alcohol consumption (drinks per week),EFO_0007878
PGS002753,0.9996263773899714,1091603,1092011,0,0,Alzheimer's disease,MONDO_0004975
PGS002754,0.999640872321132,668046,668286,0,0,Asthma,MONDO_0004979
PGS002755,0.999625928988853,1090294,1090702,0,0,Atopic dermatitis,EFO_0000274
PGS002756,0.9996344449931333,1091092,1091491,0,0,Atrial fibrillation,EFO_0000275
PGS002757,0.9996277903120969,1090377,1090783,0,0,Chronic kidney disease,EFO_0003884
PGS002758,0.9996286228803237,1087439,1087843,0,0,Colorectal cancer,EFO_0005842
PGS002759,0.9996262411678865,1091205,1091613,0,0,Depression,EFO_0003761
PGS002760,0.9997642234874099,835340,835537,0,0,Epilepsy,EFO_0000474
PGS002761,0.9996249484997016,1082112,1082518,0,0,Glaucoma,MONDO_0005041
PGS002762,0.999626446831848,1091806,1092214,0,0,Gout,EFO_0004274
PGS002763,0.9996369763359888,1051891,1052273,0,0,Hip osteoarthritis,EFO_1000786
PGS002764,0.9996352906678396,1090882,1091280,0,0,Hypercholesterolemia,HP_0003124
PGS002765,1.0,1077894,1077894,0,0,Hypertension,EFO_0000537
PGS002766,0.9996264153638513,1091714,1092122,0,0,Hypothyroidism,EFO_0004705
PGS002767,0.9996379273478891,1051894,1052275,0,0,Knee osteoarthritis,EFO_0004616
PGS002768,0.9996326321585197,1091148,1091549,0,0,Osteoporosis,EFO_0003882
PGS002769,0.9996409998477249,1083176,1083565,0,0,Seropositive rheumatoid arthritis,EFO_0000685
PGS002770,0.9996289216960483,1088315,1088719,0,0,Stroke,EFO_0000712
PGS002771,0.9999981678404702,1091606,1091608,0,0,Type 2 diabetes,MONDO_0005148
PGS002772,0.9996295557518593,1052400,1052790,0,0,Venous thromboembolism,EFO_0004286
PGS002773,1.0,265,265,0,0,Incident atrial fibrillation,EFO_0000275
PGS002774,0.9982798138694042,216464,216837,0,0,Incident atrial fibrillation,EFO_0000275
PGS002775,0.9990557129367328,1058,1059,0,0,Incident coronary artery disease,EFO_0001645
PGS002776,0.9982957249822152,390116,390782,0,0,Incident coronary artery disease,EFO_0001645
PGS002777,0.9987513985957288,61592,61669,0,0,Incident hypertension,EFO_0001645
PGS002778,0.9985375727581766,309306,309759,0,0,Incident hypertension,EFO_0001645
PGS002779,0.9983819817487541,46278,46353,0,0,Incident type 2 diabetes,MONDO_0005148
PGS002780,0.99811072758457,418417,419209,0,0,Incident type 2 diabetes,MONDO_0005148
PGS002781,0.9995682642771372,1238649,1239184,0,0,HDL Cholesterol,EFO_0004612
PGS002782,0.9995682642771372,1238649,1239184,0,0,nonHDL Cholesterol,EFO_0005689
PGS002783,0.9975698663426489,10673,10699,0,0,Total Cholesterol,EFO_0004574
PGS002784,0.9980047221575604,30011,30071,0,0,Triglycerides,EFO_0004530
PGS002785,0.7892727457482306,761192,964422,0,0,Schizophrenia,MONDO_0005090
PGS002786,0.7886850945630962,748459,948996,0,0,Bipolar disorder,MONDO_0004985
PGS002787,0.7878435559689433,738612,937511,0,0,Type 1 bipolar disorder,EFO_0009963
PGS002788,0.7878127900163799,736835,935292,0,0,Type 2 bipolar disorder,EFO_0009964
PGS002789,0.7902242462258313,745801,943784,0,0,Major depressive disorder,MONDO_0002009
PGS002790,0.7881561622885244,722513,916713,0,0,Autism spectrum disorder,EFO_0003756
PGS002791,0.8333333333333334,105,126,0,0,Prostate cancer,EFO_0001663
PGS002792,0.7910447761194029,53,67,0,0,Prostate cancer,EFO_0001663
PGS002793,0.7682926829268293,63,82,0,0,Prostate cancer,EFO_0001663
PGS002794,0.8,8,10,0,0,Venous thromboembolism,EFO_0004286
PGS002795,1.0,4,4,0,0,Longevity (>90th survival percentile),EFO_0004300
PGS002796,0.7327586206896551,170,232,0,0,Prostate cancer,EFO_0001663
PGS002797,0.6716417910447762,45,67,0,0,Prostate cancer,EFO_0001663
PGS002798,0.71875,92,128,0,0,Prostate cancer,EFO_0001663
PGS002799,0.7463768115942029,103,138,0,0,Prostate cancer,EFO_0001663
PGS002800,1.0,1156741,1156741,0,0,Height,EFO_0004339
PGS002801,1.0,975455,975455,0,0,Height,EFO_0004339
PGS002802,0.9988114686476127,1101731,1103042,0,0,Height,EFO_0004339
PGS002803,1.0,990792,990792,0,0,Height,EFO_0004339
PGS002804,0.9988071027884313,1097694,1099005,0,0,Height,EFO_0004339
PGS002805,0.999802491180348,1245268,1245514,0,0,Height,EFO_0004339
PGS002807,0.9993155953858953,1083412,1084154,0,0,Systolic Blood Pressure,EFO_0006335
PGS002808,1.0,20,20,0,0,Lung cancer,EFO_0001071
PGS002809,0.7951219512195122,163,205,0,0,Coronary artery disease,EFO_0001645
PGS002810,1.0,147,147,0,0,Estimated glomerular filtration rate,EFO_0005208
PGS002811,1.0,1125301,1125301,0,0,Abdominal adipose tissue volumes adjusted for BMI and height,EFO_0004764
PGS002812,1.0,1125301,1125301,0,0,Gluteofemoral adipose tissue volumes adjusted for BMI and height,EFO_0004764
PGS002813,1.0,1125301,1125301,0,0,Visceral adipose tissue volumes adjusted for BMI and height,EFO_0004765
PGS002814,1.0,4520,4520,0,0,Atrial fibrillation,EFO_0000275
PGS002815,0.9957018601071631,137142,137734,0,0,Age at Menarche,EFO_0004703
PGS002816,0.9825295986139185,13610,13852,0,0,Age at Menarche,EFO_0004703
PGS002817,0.9825295986139185,13610,13852,0,0,Age at Menarche,EFO_0004703
PGS002818,0.996676454454519,988416,991712,0,0,Age at Menarche,EFO_0004703
PGS002819,1.0,895562,895562,0,0,Age at Menarche,EFO_0004703
PGS002820,0.9960298761842699,99349,99745,0,0,Age at Menopause,EFO_0003922
PGS002821,0.949685534591195,151,159,0,0,Age at Menopause,EFO_0003922
PGS002822,0.949685534591195,151,159,0,0,Age at Menopause,EFO_0003922
PGS002823,0.9967309599624158,1374795,1379304,0,0,Age at Menopause,EFO_0003922
PGS002824,1.0,894484,894484,0,0,Age at Menopause,EFO_0003922
PGS002825,0.997293405970475,374732,375749,0,0,Alcohol consumption,EFO_0007878
PGS002826,0.8421052631578947,16,19,0,0,Alcohol consumption,EFO_0007878
PGS002827,0.96,24,25,0,0,Alcohol consumption,EFO_0007878
PGS002828,0.9424143038818253,5181424,5498032,0,0,Alcohol consumption,EFO_0007878
PGS002829,1.0,1113829,1113829,0,0,Alcohol consumption,EFO_0007878
PGS002830,0.9968154506929113,522424,524093,0,0,Alcohol consumption,EFO_0007878
PGS002831,0.9903557312252964,12528,12650,0,0,Alcohol consumption,EFO_0007878
PGS002832,0.8948126269152668,24236,27085,0,0,Alcohol consumption,EFO_0007878
PGS002833,0.9396551724137931,218,232,0,0,Alcohol consumption,EFO_0007878
PGS002834,1.0,1116497,1116497,0,0,Alcohol consumption,EFO_0007878
PGS002835,0.9965706120504882,523075,524875,0,0,Alcohol consumption,EFO_0007878
PGS002836,0.9893517653652157,10592,10706,0,0,Alcohol consumption,EFO_0007878
PGS002837,0.8949503858875414,20293,22675,0,0,Alcohol consumption,EFO_0007878
PGS002838,0.9708029197080292,133,137,0,0,Alcohol consumption,EFO_0007878
PGS002839,1.0,1117376,1117376,0,0,Alcohol consumption,EFO_0007878
PGS002840,0.9972660110112466,1059645,1062550,0,0,BMI,EFO_0004340
PGS002841,0.9729533050333535,32088,32980,0,0,BMI,EFO_0004340
PGS002842,0.9167997229863609,47658,51983,0,0,BMI,EFO_0004340
PGS002843,0.9417167172243006,7010741,7444639,0,0,BMI,EFO_0004340
PGS002844,1.0,1113832,1113832,0,0,BMI,EFO_0004340
PGS002845,0.9972418340520907,1049608,1052511,0,0,BMI,EFO_0004340
PGS002846,0.9723605730799976,31627,32526,0,0,BMI,EFO_0004340
PGS002847,0.9160599571734476,47058,51370,0,0,BMI,EFO_0004340
PGS002848,0.9417163702852083,7010729,7444629,0,0,BMI,EFO_0004340
PGS002849,1.0,1113832,1113832,0,0,BMI,EFO_0004340
PGS002850,0.9972539072989701,1050967,1053861,0,0,BMI,EFO_0004340
PGS002851,0.9729332966327185,31812,32697,0,0,BMI,EFO_0004340
PGS002852,0.9173050443147218,47299,51563,0,0,BMI,EFO_0004340
PGS002853,0.9417387436844203,7012812,7446664,0,0,BMI,EFO_0004340
PGS002854,1.0,1113832,1113832,0,0,BMI,EFO_0004340
PGS002855,0.9972526788774082,1041784,1044654,0,0,BMI,EFO_0004340
PGS002856,0.9727073094217296,27906,28689,0,0,BMI,EFO_0004340
PGS002857,0.9204339963833634,40720,44240,0,0,BMI,EFO_0004340
PGS002858,0.941738649798594,7012800,7446652,0,0,BMI,EFO_0004340
PGS002859,1.0,1113832,1113832,0,0,BMI,EFO_0004340
PGS002860,0.9911216034650097,573905,579046,0,0,C-reactive Protein,EFO_0004458
PGS002861,0.6405887432521745,265574,414578,0,0,C-reactive Protein,EFO_0004458
PGS002862,0.6520113425727018,265574,407315,0,0,C-reactive Protein,EFO_0004458
PGS002863,1.0,1118117,1118117,0,0,C-reactive Protein,EFO_0004458
PGS002864,0.9973146450091696,761350,763400,0,0,C-reactive Protein,EFO_0004458
PGS002865,0.9749279846367225,9138,9373,0,0,C-reactive Protein,EFO_0004458
PGS002866,0.9356816991997606,12511,13371,0,0,C-reactive Protein,EFO_0004458
PGS002867,0.9489726196863864,9780406,10306310,0,0,C-reactive Protein,EFO_0004458
PGS002868,1.0,1113831,1113831,0,0,C-reactive Protein,EFO_0004458
PGS002869,0.9972988640684509,479979,481279,0,0,C-reactive Protein,EFO_0004458
PGS002870,0.9841269841269841,620,630,0,0,C-reactive Protein,EFO_0004458
PGS002871,0.9414575866188769,788,837,0,0,C-reactive Protein,EFO_0004458
PGS002872,0.9489724265934789,9780367,10306271,0,0,C-reactive Protein,EFO_0004458
PGS002873,1.0,1113831,1113831,0,0,C-reactive Protein,EFO_0004458
PGS002874,0.9979127332757753,315543,316203,0,0,C-reactive Protein,EFO_0004458
PGS002875,1.0,5,5,0,0,C-reactive Protein,EFO_0004458
PGS002876,1.0,5,5,0,0,C-reactive Protein,EFO_0004458
PGS002877,0.9957777026612502,1655582,1662602,0,0,C-reactive Protein,EFO_0004458
PGS002878,1.0,1113794,1113794,0,0,C-reactive Protein,EFO_0004458
PGS002879,0.9868338410216806,711747,721243,0,0,C-reactive Protein,EFO_0004458
PGS002880,1.0,2,2,0,0,C-reactive Protein,EFO_0004458
PGS002881,1.0,2,2,0,0,C-reactive Protein,EFO_0004458
PGS002882,0.8900804289544236,664,746,0,0,C-reactive Protein,EFO_0004458
PGS002883,1.0,1119064,1119064,0,0,C-reactive Protein,EFO_0004458
PGS002884,0.9913445967828997,367313,370520,0,0,C-reactive Protein,EFO_0004458
PGS002885,0.8,4,5,0,0,C-reactive Protein,EFO_0004458
PGS002886,0.8,4,5,0,0,C-reactive Protein,EFO_0004458
PGS002887,0.9877735991565829,439418,444857,0,0,C-reactive Protein,EFO_0004458
PGS002888,1.0,1114754,1114754,0,0,C-reactive Protein,EFO_0004458
