Polygenic Score (PGS) ID,PGS Name,Reported Trait,Mapped Trait(s) (EFO label),Mapped Trait(s) (EFO ID),PGS Development Method,PGS Development Details/Relevant Parameters,Original Genome Build,Number of Variants,Number of Interaction Terms,Type of Variant Weight,PGS Publication (PGP) ID,Publication (PMID),Publication (doi),Score and results match the original publication,Ancestry Distribution (%) - Source of Variant Associations (GWAS),Ancestry Distribution (%) - Score Development/Training,Ancestry Distribution (%) - PGS Evaluation,FTP link,Release Date,License/Terms of Use
PGS003470,LDPred2_HOMA_IR,HOMA-IR,HOMA-IR,EFO_0004501,LDpred2,"INFO score>0.8, MAF >=0.01",GRCh37,775999,0,beta,PGP000456,36174398,10.1016/j.ebiom.2022.104288,True,European:100,,Hispanic or Latin American:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003470/ScoringFiles/PGS003470.txt.gz,2023-03-24,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003471,LDPred2_HbA1c,HbA1c,HbA1c measurement,EFO_0004541,LDpred2,"INFO score>0.8, MAF >=0.01",GRCh37,848979,0,beta,PGP000456,36174398,10.1016/j.ebiom.2022.104288,True,Multi-ancestry (including European):100,,Hispanic or Latin American:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003471/ScoringFiles/PGS003471.txt.gz,2023-03-24,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003472,LDPred2_HrRt,Heat rate,heart rate,EFO_0004326,LDpred2,"INFO score>0.8, MAF >=0.01",GRCh37,776860,0,beta,PGP000456,36174398,10.1016/j.ebiom.2022.104288,True,European:92.9|South Asian:7.1,,Hispanic or Latin American:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003472/ScoringFiles/PGS003472.txt.gz,2023-03-24,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003473,LDPred2_Insomnia,Insomnia,insomnia measurement,EFO_0007876,LDpred2,"INFO score>0.8, MAF >=0.01",GRCh37,850033,0,beta,PGP000456,36174398,10.1016/j.ebiom.2022.104288,True,European:100,,Hispanic or Latin American:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003473/ScoringFiles/PGS003473.txt.gz,2023-03-24,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003474,LDPred2_LDL,LDL levels,low density lipoprotein cholesterol measurement,EFO_0004611,LDpred2,"INFO score>0.8, MAF >=0.01",GRCh37,842513,0,beta,PGP000456,36174398,10.1016/j.ebiom.2022.104288,True,European:72.4|African:19.3|Hispanic or Latin American:8.3,,Hispanic or Latin American:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003474/ScoringFiles/PGS003474.txt.gz,2023-03-24,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003475,LDPred2_LYM,Lymphocyte count,lymphocyte count,EFO_0004587,LDpred2,"INFO score>0.8, MAF >=0.01",GRCh37,859875,0,beta,PGP000456,36174398,10.1016/j.ebiom.2022.104288,True,Multi-ancestry (including European):100,,Hispanic or Latin American:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003475/ScoringFiles/PGS003475.txt.gz,2023-03-24,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003476,LDPred2_MAP,Mean arterial pressure,mean arterial pressure,EFO_0006340,LDpred2,"INFO score>0.8, MAF >=0.01",GRCh37,739104,0,beta,PGP000456,36174398,10.1016/j.ebiom.2022.104288,True,East Asian:100,,Hispanic or Latin American:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003476/ScoringFiles/PGS003476.txt.gz,2023-03-24,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003477,LDPred2_PP,Pulse pressure,pulse pressure measurement,EFO_0005763,LDpred2,"INFO score>0.8, MAF >=0.01",GRCh37,847747,0,beta,PGP000456,36174398,10.1016/j.ebiom.2022.104288,True,European:100,,Hispanic or Latin American:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003477/ScoringFiles/PGS003477.txt.gz,2023-03-24,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003478,LDPred2_RBC,Red blood count,erythrocyte count,EFO_0004305,LDpred2,"INFO score>0.8, MAF >=0.01",GRCh37,860281,0,beta,PGP000456,36174398,10.1016/j.ebiom.2022.104288,True,Multi-ancestry (including European):100,,Hispanic or Latin American:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003478/ScoringFiles/PGS003478.txt.gz,2023-03-24,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003479,LDPred2_SleepApnea,Obstructive sleep apnea,obstructive sleep apnea,EFO_0003918,LDpred2,"INFO score>0.8, MAF >=0.01",GRCh38,836839,0,beta,PGP000456,36174398,10.1016/j.ebiom.2022.104288,True,European:100,,Hispanic or Latin American:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003479/ScoringFiles/PGS003479.txt.gz,2023-03-24,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003480,LDPred2_SleepDuration,Sleep duration,sleep duration,EFO_0005271,LDpred2,"INFO score>0.8, MAF >=0.01",GRCh37,850154,0,beta,PGP000456,36174398,10.1016/j.ebiom.2022.104288,True,European:100,,Hispanic or Latin American:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003480/ScoringFiles/PGS003480.txt.gz,2023-03-24,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003481,LDPred2_TC,Total cholesterol,total cholesterol measurement,EFO_0004574,LDpred2,"INFO score>0.8, MAF >=0.01",GRCh37,842513,0,beta,PGP000456,36174398,10.1016/j.ebiom.2022.104288,True,European:72.4|African:19.3|Hispanic or Latin American:8.3,,Hispanic or Latin American:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003481/ScoringFiles/PGS003481.txt.gz,2023-03-24,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003482,LDPred2_TG,Triglycerides,triglyceride measurement,EFO_0004530,LDpred2,"INFO score>0.8, MAF >=0.01",GRCh37,842513,0,beta,PGP000456,36174398,10.1016/j.ebiom.2022.104288,True,European:72.4|African:19.3|Hispanic or Latin American:8.3,,Hispanic or Latin American:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003482/ScoringFiles/PGS003482.txt.gz,2023-03-24,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003483,LDPred2_WBC,White blood count,leukocyte count,EFO_0004308,LDpred2,"INFO score>0.8, MAF >=0.01",GRCh37,860306,0,beta,PGP000456,36174398,10.1016/j.ebiom.2022.104288,True,Multi-ancestry (including European):100,,Hispanic or Latin American:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003483/ScoringFiles/PGS003483.txt.gz,2023-03-24,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003484,LDPred2_WHR,Waist hip ratio,waist-hip ratio,EFO_0004343,LDpred2,"INFO score>0.8, MAF >=0.01",GRCh37,855882,0,beta,PGP000456,36174398,10.1016/j.ebiom.2022.104288,True,European:100,,Hispanic or Latin American:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003484/ScoringFiles/PGS003484.txt.gz,2023-03-24,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003485,LDPred2_WHRadjBMI,BMI-adjusted waist-hip ratio,BMI-adjusted waist-hip ratio,EFO_0007788,LDpred2,"INFO score>0.8, MAF >=0.01",GRCh37,785126,0,beta,PGP000456,36174398,10.1016/j.ebiom.2022.104288,True,European:100,,Hispanic or Latin American:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003485/ScoringFiles/PGS003485.txt.gz,2023-03-24,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003486,PRS_AE,Atopic eczema,atopic eczema,EFO_0000274,Genome-wide significant SNPs,,hg19,71,0,beta,PGP000451,36804406,10.1016/j.jid.2023.01.021,True,European:100,,European:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003486/ScoringFiles/PGS003486.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003487,PRS_IL4,General atopic disease (IL-4 related variants),allergic disease,MONDO_0005271,Genome-wide significant SNPs,"r2<0.2, SNPS implicated in the IL-4/13 pathway",hg19,25,0,beta,PGP000451,36804406,10.1016/j.jid.2023.01.021,True,European:100,,European:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003487/ScoringFiles/PGS003487.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003488,PRS_IL12,General atopic disease (IL-12 related variants),allergic disease,MONDO_0005271,Genome-wide significant SNPs,"r2<0.2, SNPS implicated in the IL-12 pathway",hg19,10,0,beta,PGP000451,36804406,10.1016/j.jid.2023.01.021,True,European:100,,European:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003488/ScoringFiles/PGS003488.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003489,PRS_IL17,General atopic disease (IL-17 related variants),allergic disease,MONDO_0005271,Genome-wide significant SNPs,"r2<0.2, SNPS implicated in the IL-17/23 pathway",hg19,18,0,beta,PGP000451,36804406,10.1016/j.jid.2023.01.021,True,European:100,,European:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003489/ScoringFiles/PGS003489.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003490,cont-decay-ankle_spacing,Ankle spacing width,body weights and measures,EFO_0004324,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003490/ScoringFiles/PGS003490.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003491,cont-decay-apoA,Apolipoprotein A,apolipoprotein A-IV measurement,EFO_0007848,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003491/ScoringFiles/PGS003491.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003492,cont-decay-apoB,Apolipoprotein B,apolipoprotein B measurement,EFO_0004615,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003492/ScoringFiles/PGS003492.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003493,cont-decay-avMSE,avMSE,visual acuity measurement,EFO_0008385,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003493/ScoringFiles/PGS003493.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003494,cont-decay-birth_weight,Birth weight,birth weight,EFO_0004344,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003494/ScoringFiles/PGS003494.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003495,cont-decay-cholesterol,Cholesterol,total cholesterol measurement,EFO_0004574,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003495/ScoringFiles/PGS003495.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003496,cont-decay-darker_hair0,"Hair colour (natural, before greying)",hair colour measurement,EFO_0007822,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003496/ScoringFiles/PGS003496.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003497,cont-decay-depressed_for_1w,Ever depressed for a whole week,depressive episode measurement,EFO_0007704,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003497/ScoringFiles/PGS003497.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003498,cont-decay-diastolic_BP,"Diastolic blood pressure, automated reading",diastolic blood pressure,EFO_0006336,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003498/ScoringFiles/PGS003498.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003499,cont-decay-ECG_PQ_interval,PQ interval,PR interval,EFO_0004462,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003499/ScoringFiles/PGS003499.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003500,cont-decay-ECG_QT_interval,QT interval,QT interval,EFO_0004682,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003500/ScoringFiles/PGS003500.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003501,cont-decay-ECG_QTC_interval,QTC interval,QT interval,EFO_0004682,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003501/ScoringFiles/PGS003501.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003502,cont-decay-erythrocyte,Red blood cell (erythrocyte) count,erythrocyte count,EFO_0004305,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003502/ScoringFiles/PGS003502.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003503,cont-decay-erythrocyte_width,Red blood cell (erythrocyte) distribution width,Red cell distribution width,EFO_0009188,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003503/ScoringFiles/PGS003503.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003504,cont-decay-ever_cannabis,Ever taken cannabis,Cannabis use,EFO_0007585,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003504/ScoringFiles/PGS003504.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003505,cont-decay-F_age_first_birth,Age at first live birth,age at first birth measurement,EFO_0009101,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003505/ScoringFiles/PGS003505.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003506,cont-decay-F_length_menstrual_cycle,Length of menstrual cycle,menstrual cycle measurement,EFO_0007786,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003506/ScoringFiles/PGS003506.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003507,cont-decay-F_log_testosterone,Testosterone (female only),testosterone measurement,EFO_0004908,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003507/ScoringFiles/PGS003507.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003508,cont-decay-F_menarche,Age when periods started (menarche),age at menarche,EFO_0004703,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003508/ScoringFiles/PGS003508.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003509,cont-decay-fat_perc,Body fat percentage,body fat percentage,EFO_0007800,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003509/ScoringFiles/PGS003509.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003510,cont-decay-fluid_intelligence,Fluid intelligence score,intelligence,EFO_0004337,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003510/ScoringFiles/PGS003510.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003511,cont-decay-haematocrit_perc,Haematocrit percentage,hematocrit,EFO_0004348,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003511/ScoringFiles/PGS003511.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003512,cont-decay-haemoglobin,Haemoglobin concentration,hemoglobin measurement,EFO_0004509,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003512/ScoringFiles/PGS003512.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
