score,coverage,variants_used,variants_total,variants_flipped,variants_ambiguous,trait,trait_efo
PGS002583,0.6756449165402124,5343,7908,0,0,Bone Mineral Density,EFO_0003923
PGS002584,0.6970172684458399,444,637,0,0,Cardiovascular disease,EFO_0000319
PGS002585,0.5833333333333334,7,12,0,0,Childless,EFO_0007862
PGS002586,0.6901960784313725,176,255,0,0,Chronotype (morning person),EFO_0008328
PGS002587,0.6342412451361867,326,514,0,0,College education,EFO_0011015
PGS002588,0.375,90,240,0,0,Dermatologic diseases,EFO_0000701
PGS002589,0.5880149812734082,157,267,0,0,Diabetes (any type),EFO_0000400
PGS002590,0.6784688995215311,1418,2090,0,0,Diastolic blood pressure,EFO_0006336
PGS002591,0.6911544227886057,461,667,0,0,Eczema,HP_0000964
PGS002592,0.5401069518716578,101,187,0,0,Endocrine and diabetes diseases,EFO_0001379
PGS002593,0.6690186016677357,3129,4677,0,0,Eosinophil count,EFO_0004842
PGS002594,0.6780375622844002,1769,2609,0,0,FEV1/FVC Ratio,EFO_0004713
PGS002595,0.617004048582996,762,1235,0,0,Forced Vital Capacity,EFO_0004312
PGS002596,0.6742738589211619,325,482,0,0,Glucose,EFO_0004468
PGS002597,0.6853102574926129,3247,4738,0,0,HDL Cholesterol,EFO_0004612
PGS002598,0.6416025024061598,5333,8312,0,0,Hair Color,EFO_0007822
PGS002599,0.6625204582651392,2024,3055,0,0,HbA1c,EFO_0004541
PGS002600,0.6476738659766594,12265,18937,0,0,Height,EFO_0004339
PGS002601,0.6412781790326111,2930,4569,0,0,High Light Scatter Reticulocyte Count,EFO_0007986
PGS002602,0.6678899082568808,364,545,0,0,High cholesterol,HP_0003124
PGS002603,0.6859852476290832,651,949,0,0,Hypertension,EFO_0000537
PGS002604,0.5945454545454546,327,550,0,0,Hypothyroidism,EFO_0004705
PGS002605,0.6658108686350022,1556,2337,0,0,LDL Cholesterol,EFO_0004611
PGS002606,0.6360294117647058,2422,3808,0,0,Lymphocyte Count,EFO_0004587
PGS002607,0.6403891730073593,5134,8017,0,0,Mean Corpuscular Hemoglobin,EFO_0004527
PGS002608,0.6552155771905425,9422,14380,0,0,Mean Platelet Volume,EFO_0004584
PGS002609,0.6655487236817589,3572,5367,0,0,Monocyte Count,EFO_0005091
PGS002610,0.5867346938775511,115,196,0,0,Neuroticism,EFO_0007660
PGS002611,0.6552486187845303,5930,9050,0,0,Platelet count,EFO_0004309
PGS002612,0.36236391912908245,233,643,0,0,Psoriasis,EFO_0000676
PGS002613,0.6505042668735453,3354,5156,0,0,Red Blood Cell Count,EFO_0004305
PGS002614,0.6341331408984304,3515,5543,0,0,Red Blood Cell Distribution Width,EFO_0005192
PGS002615,0.7460732984293194,285,382,0,0,Respiratory and ear-nose-throat diseases,EFO_0000684
PGS002616,0.6616915422885572,133,201,0,0,Smoking status,EFO_0006527
PGS002617,0.6640776699029126,1368,2060,0,0,Systolic Blood Pressure,EFO_0006335
PGS002618,0.6082960755091903,2449,4026,0,0,Tanning,EFO_0004279
PGS002619,0.6204379562043796,340,548,0,0,Thyroid (self-reported conditions),EFO_1000627
PGS002620,0.661999222092571,1702,2571,0,0,Total cholesterol,EFO_0004574
PGS002621,0.6898803046789989,1902,2757,0,0,Triglycerides,EFO_0004530
PGS002622,0.552901023890785,162,293,0,0,Type 2 diabetes,MONDO_0005148
PGS002623,0.6787827557058326,803,1183,0,0,Vitamin D,EFO_0004631
PGS002624,0.6708583925642427,1227,1829,0,0,Waist-Hip Ratio,EFO_0004343
PGS002625,0.6488693467336684,2066,3184,0,0,White Blood Count,EFO_0004308
PGS002626,0.7779795414800086,162376,208715,0,0,Number of children ever born,EFO_0009102
PGS002627,0.7816214213004965,649604,831098,0,0,Age of Menarche,EFO_0004703
PGS002628,0.7963865046812739,163487,205286,0,0,Asthma,MONDO_0004979
PGS002629,0.7860325400466294,125079,159127,0,0,Autoimmune disease,EFO_0005140
PGS002630,0.8015194590029718,497330,620484,0,0,BMI,EFO_0004340
PGS002631,0.7758563310485682,680741,877406,0,0,Balding Type 1,EFO_0007825
PGS002632,0.7952189060020449,343762,432286,0,0,Bone Mineral Density,EFO_0003923
PGS002633,0.8029818704794298,305965,381036,0,0,Cardiovascular disease,EFO_0000319
PGS002634,0.7817958863903445,137711,176147,0,0,Childless,EFO_0007862
PGS002635,0.803441174582323,325376,404978,0,0,Chronotype (morning person),EFO_0008328
PGS002636,0.794868109336252,458995,577448,0,0,College education,EFO_0011015
PGS002637,0.772972018175395,126905,164178,0,0,Dermatologic diseases,EFO_0000701
PGS002638,0.7844502114105083,194062,247386,0,0,Diabetes (any type),EFO_0000400
PGS002639,0.8011620412215325,432557,539912,0,0,Diastolic blood pressure,EFO_0006336
PGS002640,0.7901792737962158,190852,241530,0,0,Eczema,HP_0000964
PGS002641,0.782614793632489,200880,256678,0,0,Endocrine and diabetes diseases,EFO_0001379
PGS002642,0.7975116290485114,276203,346331,0,0,Eosinophil count,EFO_0004842
PGS002643,0.798983148817704,406386,508629,0,0,FEV1/FVC Ratio,EFO_0004713
PGS002644,0.793383117146058,470235,592696,0,0,Forced Vital Capacity,EFO_0004312
PGS002645,0.7786045654840101,321232,412574,0,0,Glucose,EFO_0004468
PGS002646,0.7978432703520537,320879,402183,0,0,HDL Cholesterol,EFO_0004612
PGS002647,0.8037252570761112,115599,143829,0,0,Hair Color,EFO_0007822
PGS002648,0.7949872182434214,313473,394312,0,0,HbA1c,EFO_0004541
PGS002649,0.8077391357011439,386777,478839,0,0,Height,EFO_0004339
PGS002650,0.8011406516956132,325892,406785,0,0,High Light Scatter Reticulocyte Count,EFO_0007986
PGS002651,0.7776203168886183,151996,195463,0,0,High cholesterol,HP_0003124
PGS002652,0.800645987463903,308862,385766,0,0,Hypertension,EFO_0000537
PGS002653,0.7895568498354014,155898,197450,0,0,Hypothyroidism,EFO_0004705
PGS002654,0.7800207585993408,214182,274585,0,0,LDL Cholesterol,EFO_0004611
PGS002655,0.796218999032196,375977,472203,0,0,Lymphocyte Count,EFO_0004587
PGS002656,0.7877161699840458,276987,351633,0,0,Mean Corpuscular Hemoglobin,EFO_0004527
PGS002657,0.7886191712769561,279392,354280,0,0,Mean Platelet Volume,EFO_0004584
PGS002658,0.796089645954431,281721,353881,0,0,Monocyte Count,EFO_0005091
PGS002659,0.789349890083339,431240,546323,0,0,Neuroticism,EFO_0007660
PGS002660,0.8020900134823291,317687,396074,0,0,Platelet count,EFO_0004309
PGS002661,0.7646612133028171,216497,283128,0,0,Psoriasis,EFO_0000676
PGS002662,0.7950941364053937,376489,473515,0,0,Red Blood Cell Count,EFO_0004305
PGS002663,0.7874604611784627,267872,340172,0,0,Red Blood Cell Distribution Width,EFO_0005192
PGS002664,0.7929062665320059,164869,207930,0,0,Respiratory and ear-nose-throat diseases,EFO_0000684
PGS002665,0.7884613127721251,268736,340836,0,0,Smoking status,EFO_0006527
PGS002666,0.8003970165374903,438688,548088,0,0,Systolic Blood Pressure,EFO_0006335
PGS002667,0.781123344632037,96557,123613,0,0,Tanning,EFO_0004279
PGS002668,0.7893028744836887,149816,189808,0,0,Thyroid (self-reported conditions),EFO_1000627
PGS002669,0.7778075773487357,240712,309475,0,0,Total cholesterol,EFO_0004574
PGS002670,0.789822507652349,299834,379622,0,0,Triglycerides,EFO_0004530
PGS002671,0.7828060778227586,202263,258382,0,0,Type 2 diabetes,MONDO_0005148
PGS002672,0.7850840831936485,259475,330506,0,0,Vitamin D,EFO_0004631
PGS002673,0.8033554116467716,261256,325206,0,0,Waist-Hip Ratio,EFO_0004343
PGS002674,0.8016751937921442,394235,491764,0,0,White Blood Count,EFO_0004308
PGS002675,0.9998940817139208,981785,981889,0,0,Number of children ever born,EFO_0009102
PGS002676,0.9998937376027203,988015,988120,0,0,Age of Menarche,EFO_0004703
PGS002677,0.9998929759013837,934269,934369,0,0,Asthma,MONDO_0004979
PGS002678,0.9998928253616333,923627,923726,0,0,Autoimmune disease,EFO_0005140
PGS002679,0.9998947239489857,987775,987879,0,0,BMI,EFO_0004340
PGS002680,0.9998932729859421,964976,965079,0,0,Balding Type 1,EFO_0007825
PGS002681,0.9998943385798292,984172,984276,0,0,Bone Mineral Density,EFO_0003923
PGS002682,0.9998972213800086,972865,972965,0,0,Cardiovascular disease,EFO_0000319
PGS002683,0.9998942295407468,954797,954898,0,0,Childless,EFO_0007862
PGS002684,0.9998935690097518,977055,977159,0,0,Chronotype (morning person),EFO_0008328
PGS002685,0.9998949546622282,980426,980529,0,0,College education,EFO_0011015
PGS002686,0.9998909114531943,815762,815851,0,0,Dermatologic diseases,EFO_0000701
PGS002687,0.9998905836980544,922979,923080,0,0,Diabetes (any type),EFO_0000400
PGS002688,0.9998934922766686,985739,985844,0,0,Diastolic blood pressure,EFO_0006336
PGS002689,0.9998924369607489,957475,957578,0,0,Eczema,HP_0000964
PGS002690,0.9998962056541418,905543,905637,0,0,Endocrine and diabetes diseases,EFO_0001379
PGS002691,0.9998929031507893,980316,980421,0,0,Eosinophil count,EFO_0004842
PGS002692,0.9998944389633906,985108,985212,0,0,FEV1/FVC Ratio,EFO_0004713
PGS002693,0.9998935970774664,986710,986815,0,0,Forced Vital Capacity,EFO_0004312
PGS002694,0.9998927436986923,969536,969640,0,0,Glucose,EFO_0004468
PGS002695,0.9998929690989439,971578,971682,0,0,HDL Cholesterol,EFO_0004612
PGS002696,0.9998961597495719,924401,924497,0,0,Hair Color,EFO_0007822
PGS002697,0.9998938690687971,989239,989344,0,0,HbA1c,EFO_0004541
PGS002698,0.9998936133564885,986861,986966,0,0,Height,EFO_0004339
PGS002699,0.9998932579700716,983575,983680,0,0,High Light Scatter Reticulocyte Count,EFO_0007986
PGS002700,0.999889078616597,937497,937601,0,0,High cholesterol,HP_0003124
PGS002701,0.999894226839272,973679,973782,0,0,Hypertension,EFO_0000537
PGS002702,0.9998942680933726,888947,889041,0,0,Hypothyroidism,EFO_0004705
PGS002703,0.9998938232992916,969978,970081,0,0,LDL Cholesterol,EFO_0004611
PGS002704,0.9998932221487772,983245,983350,0,0,Lymphocyte Count,EFO_0004587
PGS002705,0.99989385350559,979674,979778,0,0,Mean Corpuscular Hemoglobin,EFO_0004527
PGS002706,0.9998932222845093,973882,973986,0,0,Mean Platelet Volume,EFO_0004584
PGS002707,0.9998928906964859,980202,980307,0,0,Monocyte Count,EFO_0005091
PGS002708,0.99989393542991,989858,989963,0,0,Neuroticism,EFO_0007660
PGS002709,0.9998940354166242,981356,981460,0,0,Platelet count,EFO_0004309
PGS002710,0.9998782723136552,566770,566839,0,0,Psoriasis,EFO_0000676
PGS002711,0.9998952082710179,982799,982902,0,0,Red Blood Cell Count,EFO_0004305
PGS002712,0.999893476566381,976207,976311,0,0,Red Blood Cell Distribution Width,EFO_0005192
PGS002713,0.9998968765282473,940523,940620,0,0,Respiratory and ear-nose-throat diseases,EFO_0000684
PGS002714,0.9998929751977665,980976,981081,0,0,Smoking status,EFO_0006527
PGS002715,0.999893489683715,985715,985820,0,0,Systolic Blood Pressure,EFO_0006335
PGS002716,0.9998902069914921,947133,947237,0,0,Tanning,EFO_0004279
PGS002717,0.999891692961829,895505,895602,0,0,Thyroid (self-reported conditions),EFO_1000627
PGS002718,0.9998935570273344,976945,977049,0,0,Total cholesterol,EFO_0004574
PGS002719,0.9998940367122037,981368,981472,0,0,Triglycerides,EFO_0004530
PGS002720,0.9999001983968133,911718,911809,0,0,Type 2 diabetes,MONDO_0005148
PGS002721,0.9998930751386459,981893,981998,0,0,Vitamin D,EFO_0004631
PGS002722,0.9998943261258332,984056,984160,0,0,Waist-Hip Ratio,EFO_0004343
PGS002723,0.9998942821913269,983647,983751,0,0,White Blood Count,EFO_0004308
PGS002724,0.9927429229696747,1204767,1213574,0,0,Ischemic stroke,HP_0002140
PGS002725,0.854592370643832,5136724,6010730,0,0,Ischemic stroke,HP_0002140
PGS002727,0.9999979712670553,985835,985837,0,0,Asthma,MONDO_0004979
PGS002728,0.9772727272727273,43,44,0,0,Hip osteoarthritis,EFO_1000786
PGS002729,1.0,24,24,0,0,Knee osteoarthritis,EFO_0004616
PGS002730,0.8571428571428571,30,35,0,0,LDL lowering in response to statin,GO_0036273
PGS002731,1.0,17,17,0,0,Alzheimer’s disease,MONDO_0004975
PGS002732,0.961038961038961,74,77,0,0,Chronic elevation of alanine aminotransferase,EFO_0004735
PGS002733,0.9411764705882353,16,17,0,0,Type 2 diabetes,MONDO_0005148
PGS002734,0.7569060773480663,274,362,0,0,Systolic blood pressure,EFO_0006335
PGS002735,0.8947368421052632,17,19,0,0,Endometrial cancer,EFO_1001512
PGS002736,0.8333333333333334,20,24,0,0,Endometrial cancer,EFO_1001512
PGS002737,0.8333333333333334,60,72,0,0,Endometrial cancer,EFO_1001512
PGS002738,0.9998803680981595,325961,326000,0,0,Alcohol use disorder,MONDO_0007079
PGS002739,0.9988344988344988,857,858,0,0,Alcohol use disorder,MONDO_0007079
PGS002740,0.9090909090909091,20,22,0,0,Pancreatic cancer,EFO_0002618
PGS002741,0.937007874015748,119,127,0,0,Primary open-angle glaucoma,EFO_0004190
PGS002742,0.9652173913043478,111,115,0,0,Colorectal cancer,EFO_0005842
PGS002743,0.9652173913043478,111,115,0,0,Colorectal cancer,EFO_0005842
PGS002744,0.9652173913043478,111,115,0,0,Colorectal cancer,EFO_0005842
PGS002745,0.8477669902912621,2183,2575,0,0,Rheumatoid arthritis,EFO_0000685
PGS002746,0.9985963450460325,512938,513659,0,0,Attention-deficit hyperactivity disorder,EFO_0003888
PGS002747,0.9905660377358491,105,106,0,0,Gastrointestinal cancer,EFO_1000218
PGS002748,0.6374501992031872,160,251,0,0,Height,EFO_0004339
PGS002749,0.9,9,10,0,0,Total knee replacement,EFO_0004616
PGS002750,0.7837837837837838,29,37,0,0,Total hip replacement,EFO_1000786
PGS002751,0.8571428571428571,12,14,0,0,Body mass index,EFO_0004340
PGS002752,0.9995438487964309,1089054,1089551,0,0,Alcohol consumption (drinks per week),EFO_0007878
PGS002753,0.9995467078628328,1091516,1092011,0,0,Alzheimer's disease,MONDO_0004975
PGS002754,0.999640872321132,668046,668286,0,0,Asthma,MONDO_0004979
PGS002755,0.9995434133246295,1090204,1090702,0,0,Atopic dermatitis,EFO_0000274
PGS002756,0.9995510727985847,1091001,1091491,0,0,Atrial fibrillation,EFO_0000275
PGS002757,0.9995700336363879,1090314,1090783,0,0,Chronic kidney disease,EFO_0003884
PGS002758,0.9995504866051443,1087354,1087843,0,0,Colorectal cancer,EFO_0005842
PGS002759,0.999542878291116,1091114,1091613,0,0,Depression,EFO_0003761
PGS002760,0.9997642234874099,835340,835537,0,0,Epilepsy,EFO_0000474
PGS002761,0.9995473516375709,1082028,1082518,0,0,Glaucoma,MONDO_0005041
PGS002762,0.9995422142547157,1091714,1092214,0,0,Gout,EFO_0004274
PGS002763,0.9995542981716722,1051804,1052273,0,0,Hip osteoarthritis,EFO_1000786
PGS002764,0.9995528187083058,1090792,1091280,0,0,Hypercholesterolemia,HP_0003124
PGS002765,1.0,1077894,1077894,0,0,Hypertension,EFO_0000537
PGS002766,0.9996254997152333,1091713,1092122,0,0,Hypothyroidism,EFO_0004705
PGS002767,0.9995552493407142,1051807,1052275,0,0,Knee osteoarthritis,EFO_0004616
PGS002768,0.9995483482647137,1091056,1091549,0,0,Osteoporosis,EFO_0003882
PGS002769,0.9995699381209249,1083099,1083565,0,0,Seropositive rheumatoid arthritis,EFO_0000685
PGS002770,0.9995490112692073,1088228,1088719,0,0,Stroke,EFO_0000712
PGS002771,0.9999972517607053,1091605,1091608,0,0,Type 2 diabetes,MONDO_0005148
PGS002772,0.9995459683317661,1052312,1052790,0,0,Venous thromboembolism,EFO_0004286
PGS002773,0.9962264150943396,264,265,0,0,Incident atrial fibrillation,EFO_0000275
PGS002774,0.9966334158838206,216107,216837,0,0,Incident atrial fibrillation,EFO_0000275
PGS002775,0.9981114258734656,1057,1059,0,0,Incident coronary artery disease,EFO_0001645
PGS002776,0.9967219575108373,389501,390782,0,0,Incident coronary artery disease,EFO_0001645
PGS002777,0.9999513531920414,61666,61669,0,0,Incident hypertension,EFO_0001645
PGS002778,0.9999677168379288,309749,309759,0,0,Incident hypertension,EFO_0001645
PGS002779,0.9968071106508748,46205,46353,0,0,Incident type 2 diabetes,MONDO_0005148
PGS002780,0.996636522593742,417799,419209,0,0,Incident type 2 diabetes,MONDO_0005148
PGS002781,0.977684508515281,1211531,1239184,0,0,HDL Cholesterol,EFO_0004612
PGS002782,0.977684508515281,1211531,1239184,0,0,nonHDL Cholesterol,EFO_0005689
PGS002783,0.9195251892700252,9838,10699,0,0,Total Cholesterol,EFO_0004574
PGS002784,0.8469954441155931,25470,30071,0,0,Triglycerides,EFO_0004530
PGS002785,0.7891929051805122,761115,964422,0,0,Schizophrenia,MONDO_0005090
PGS002786,0.7886039561810587,748382,948996,0,0,Bipolar disorder,MONDO_0004985
PGS002787,0.7877624902534477,738536,937511,0,0,Type 1 bipolar disorder,EFO_0009963
PGS002788,0.7877315319707642,736759,935292,0,0,Type 2 bipolar disorder,EFO_0009964
PGS002789,0.7901479575835149,745729,943784,0,0,Major depressive disorder,MONDO_0002009
PGS002790,0.7880307140839063,722398,916713,0,0,Autism spectrum disorder,EFO_0003756
PGS002791,0.8095238095238095,102,126,0,0,Prostate cancer,EFO_0001663
PGS002792,0.7611940298507462,51,67,0,0,Prostate cancer,EFO_0001663
PGS002793,0.7560975609756098,62,82,0,0,Prostate cancer,EFO_0001663
PGS002794,0.8,8,10,0,0,Venous thromboembolism,EFO_0004286
PGS002795,1.0,4,4,0,0,Longevity (>90th survival percentile),EFO_0004300
PGS002796,0.6767241379310345,157,232,0,0,Prostate cancer,EFO_0001663
PGS002797,0.5970149253731343,40,67,0,0,Prostate cancer,EFO_0001663
PGS002798,0.6328125,81,128,0,0,Prostate cancer,EFO_0001663
PGS002799,0.6884057971014492,95,138,0,0,Prostate cancer,EFO_0001663
PGS002800,0.9995314422156731,1156199,1156741,0,0,Height,EFO_0004339
PGS002801,0.9999097856897551,975367,975455,0,0,Height,EFO_0004339
PGS002802,0.9998621992634913,1102890,1103042,0,0,Height,EFO_0004339
PGS002803,0.9982852102156659,989093,990792,0,0,Height,EFO_0004339
PGS002804,0.9998616930769195,1098853,1099005,0,0,Height,EFO_0004339
PGS002805,0.9897560364636608,1232755,1245514,0,0,Height,EFO_0004339
PGS002807,0.9991670924979292,1083251,1084154,0,0,Systolic Blood Pressure,EFO_0006335
PGS002808,0.9,18,20,0,0,Lung cancer,EFO_0001071
PGS002809,0.775609756097561,159,205,0,0,Coronary artery disease,EFO_0001645
PGS002810,0.9863945578231292,145,147,0,0,Estimated glomerular filtration rate,EFO_0005208
PGS002811,0.9997751712652881,1125048,1125301,0,0,Abdominal adipose tissue volumes adjusted for BMI and height,EFO_0004764
PGS002812,0.9997751712652881,1125048,1125301,0,0,Gluteofemoral adipose tissue volumes adjusted for BMI and height,EFO_0004764
PGS002813,0.9997751712652881,1125048,1125301,0,0,Visceral adipose tissue volumes adjusted for BMI and height,EFO_0004765
PGS002814,0.9584070796460177,4332,4520,0,0,Atrial fibrillation,EFO_0000275
PGS002815,0.9946999288483599,137004,137734,0,0,Age at Menarche,EFO_0004703
PGS002816,0.9896765809991337,13709,13852,0,0,Age at Menarche,EFO_0004703
PGS002817,0.9896765809991337,13709,13852,0,0,Age at Menarche,EFO_0004703
PGS002818,0.9933418169791229,985109,991712,0,0,Age at Menarche,EFO_0004703
PGS002819,0.9999151370871029,895486,895562,0,0,Age at Menarche,EFO_0004703
PGS002820,0.9940648654067873,99153,99745,0,0,Age at Menopause,EFO_0003922
PGS002821,0.9874213836477987,157,159,0,0,Age at Menopause,EFO_0003922
PGS002822,0.9874213836477987,157,159,0,0,Age at Menopause,EFO_0003922
PGS002823,0.9937453962288226,1370677,1379304,0,0,Age at Menopause,EFO_0003922
PGS002824,0.9999161527763493,894409,894484,0,0,Age at Menopause,EFO_0003922
PGS002825,0.9999813705425696,375742,375749,0,0,Alcohol consumption,EFO_0007878
PGS002826,0.8947368421052632,17,19,0,0,Alcohol consumption,EFO_0007878
PGS002827,1.0,25,25,0,0,Alcohol consumption,EFO_0007878
PGS002828,0.9984914602170376,5489738,5498032,0,0,Alcohol consumption,EFO_0007878
PGS002829,1.0,1113829,1113829,0,0,Alcohol consumption,EFO_0007878
PGS002830,0.9999847355335789,524085,524093,0,0,Alcohol consumption,EFO_0007878
PGS002831,1.0,12650,12650,0,0,Alcohol consumption,EFO_0007878
PGS002832,0.9925419974155436,26883,27085,0,0,Alcohol consumption,EFO_0007878
PGS002833,1.0,232,232,0,0,Alcohol consumption,EFO_0007878
PGS002834,0.9999964173661013,1116493,1116497,0,0,Alcohol consumption,EFO_0007878
PGS002835,0.9999714217670874,524860,524875,0,0,Alcohol consumption,EFO_0007878
PGS002836,1.0,10706,10706,0,0,Alcohol consumption,EFO_0007878
PGS002837,0.9900330760749725,22449,22675,0,0,Alcohol consumption,EFO_0007878
PGS002838,1.0,137,137,0,0,Alcohol consumption,EFO_0007878
PGS002839,0.9999946302766481,1117370,1117376,0,0,Alcohol consumption,EFO_0007878
PGS002840,0.999936944143805,1062483,1062550,0,0,BMI,EFO_0004340
PGS002841,0.9771679805942995,32227,32980,0,0,BMI,EFO_0004340
PGS002842,0.9967681742107997,51815,51983,0,0,BMI,EFO_0004340
PGS002843,0.9983691620238403,7432498,7444639,0,0,BMI,EFO_0004340
PGS002844,1.0,1113832,1113832,0,0,BMI,EFO_0004340
PGS002845,0.9999258915108725,1052433,1052511,0,0,BMI,EFO_0004340
PGS002846,0.9766033327184407,31765,32526,0,0,BMI,EFO_0004340
PGS002847,0.996632275647265,51197,51370,0,0,BMI,EFO_0004340
PGS002848,0.9983691598332167,7432488,7444629,0,0,BMI,EFO_0004340
PGS002849,1.0,1113832,1113832,0,0,BMI,EFO_0004340
PGS002850,0.9999326286863258,1053790,1053861,0,0,BMI,EFO_0004340
PGS002851,0.976878612716763,31941,32697,0,0,BMI,EFO_0004340
PGS002852,0.9968000310300021,51398,51563,0,0,BMI,EFO_0004340
PGS002853,0.9983712169637303,7434535,7446664,0,0,BMI,EFO_0004340
PGS002854,1.0,1113832,1113832,0,0,BMI,EFO_0004340
PGS002855,0.9999262913845158,1044577,1044654,0,0,BMI,EFO_0004340
PGS002856,0.9771689497716894,28034,28689,0,0,BMI,EFO_0004340
PGS002857,0.996880650994575,44102,44240,0,0,BMI,EFO_0004340
PGS002858,0.9983712143390077,7434523,7446652,0,0,BMI,EFO_0004340
PGS002859,1.0,1113832,1113832,0,0,BMI,EFO_0004340
PGS002860,0.9464308535073207,548027,579046,0,0,C-reactive Protein,EFO_0004458
PGS002861,0.8357679375171861,346491,414578,0,0,C-reactive Protein,EFO_0004458
PGS002862,0.8506708567079533,346491,407315,0,0,C-reactive Protein,EFO_0004458
PGS002863,0.9999946338352784,1118111,1118117,0,0,C-reactive Protein,EFO_0004458
PGS002864,0.9999305737490175,763347,763400,0,0,C-reactive Protein,EFO_0004458
PGS002865,0.9801557665635335,9187,9373,0,0,C-reactive Protein,EFO_0004458
PGS002866,0.9976815496223169,13340,13371,0,0,C-reactive Protein,EFO_0004458
PGS002867,0.9985750477134882,10291624,10306310,0,0,C-reactive Protein,EFO_0004458
PGS002868,1.0,1113831,1113831,0,0,C-reactive Protein,EFO_0004458
PGS002869,0.9999397438907578,481250,481279,0,0,C-reactive Protein,EFO_0004458
PGS002870,0.9936507936507937,626,630,0,0,C-reactive Protein,EFO_0004458
PGS002871,0.996415770609319,834,837,0,0,C-reactive Protein,EFO_0004458
PGS002872,0.9985750423213207,10291585,10306271,0,0,C-reactive Protein,EFO_0004458
PGS002873,1.0,1113831,1113831,0,0,C-reactive Protein,EFO_0004458
PGS002874,0.9997564855488404,316126,316203,0,0,C-reactive Protein,EFO_0004458
PGS002875,1.0,5,5,0,0,C-reactive Protein,EFO_0004458
PGS002876,1.0,5,5,0,0,C-reactive Protein,EFO_0004458
PGS002877,0.999821965810218,1662306,1662602,0,0,C-reactive Protein,EFO_0004458
PGS002878,0.9999973065037161,1113791,1113794,0,0,C-reactive Protein,EFO_0004458
PGS002879,0.7843223435097464,565687,721243,0,0,C-reactive Protein,EFO_0004458
PGS002880,1.0,2,2,0,0,C-reactive Protein,EFO_0004458
PGS002881,1.0,2,2,0,0,C-reactive Protein,EFO_0004458
PGS002882,0.596514745308311,445,746,0,0,C-reactive Protein,EFO_0004458
PGS002883,0.9998230664197937,1118866,1119064,0,0,C-reactive Protein,EFO_0004458
PGS002884,0.8551252294073195,316841,370520,0,0,C-reactive Protein,EFO_0004458
PGS002885,0.6,3,5,0,0,C-reactive Protein,EFO_0004458
PGS002886,0.6,3,5,0,0,C-reactive Protein,EFO_0004458
PGS002887,0.8400160051432258,373687,444857,0,0,C-reactive Protein,EFO_0004458
PGS002888,0.9997847058633564,1114514,1114754,0,0,C-reactive Protein,EFO_0004458
PGS002889,0.9999364929837977,755774,755822,0,0,Diastolic Blood Pressure,EFO_0006336
PGS002890,0.9747668221185876,23410,24016,0,0,Diastolic Blood Pressure,EFO_0006336
PGS002891,0.9970423602454108,40790,40911,0,0,Diastolic Blood Pressure,EFO_0006336
PGS002892,0.9984170267788086,7465233,7477069,0,0,Diastolic Blood Pressure,EFO_0006336
PGS002893,1.0,1113831,1113831,0,0,Diastolic Blood Pressure,EFO_0006336
PGS002894,0.9999319872135961,749808,749859,0,0,Diastolic Blood Pressure,EFO_0006336
PGS002895,0.97654108497482,15319,15687,0,0,Diastolic Blood Pressure,EFO_0006336
PGS002896,0.9973975016015375,24911,24976,0,0,Diastolic Blood Pressure,EFO_0006336
PGS002897,0.9984154667416759,7248048,7259551,0,0,Diastolic Blood Pressure,EFO_0006336
PGS002898,1.0,1113831,1113831,0,0,Diastolic Blood Pressure,EFO_0006336
PGS002899,0.9999688969442662,353652,353663,0,0,Diastolic Blood Pressure,EFO_0006336
PGS002900,0.9756189329520656,12965,13289,0,0,Diastolic Blood Pressure,EFO_0006336
PGS002901,0.996437140987421,27408,27506,0,0,Diastolic Blood Pressure,EFO_0006336
PGS002902,0.9984519821458431,7207089,7218263,0,0,Diastolic Blood Pressure,EFO_0006336
PGS002903,1.0,1113774,1113774,0,0,Diastolic Blood Pressure,EFO_0006336
PGS002904,0.9999660485618737,353434,353446,0,0,Diastolic Blood Pressure,EFO_0006336
PGS002905,0.974927060539752,10693,10968,0,0,Diastolic Blood Pressure,EFO_0006336
PGS002906,0.9967944437024175,22389,22461,0,0,Diastolic Blood Pressure,EFO_0006336
PGS002907,0.9984621233350454,6673612,6683891,0,0,Diastolic Blood Pressure,EFO_0006336
PGS002908,1.0,1113774,1113774,0,0,Diastolic Blood Pressure,EFO_0006336
PGS002909,0.9999748095602757,396966,396976,0,0,Drinking Status,EFO_0004329
PGS002910,0.9790575916230366,9911,10123,0,0,Drinking Status,EFO_0004329
PGS002911,0.9965586034912718,19981,20050,0,0,Drinking Status,EFO_0004329
PGS002912,0.998587236845533,8586604,8598752,0,0,Drinking Status,EFO_0004329
PGS002913,1.0,1113832,1113832,0,0,Drinking Status,EFO_0004329
PGS002914,0.9999509537954099,326207,326223,0,0,Estradiol,EFO_0004697
PGS002915,0.9789744689980691,4563,4661,0,0,Estradiol,EFO_0004697
PGS002916,0.9974955650631326,9559,9583,0,0,Estradiol,EFO_0004697
PGS002917,0.9986056115363021,10273319,10287664,0,0,Estradiol,EFO_0004697
PGS002918,1.0,1113823,1113823,0,0,Estradiol,EFO_0004697
PGS002919,0.9999691950354719,324613,324623,0,0,Estradiol,EFO_0004697
PGS002920,1.0,4,4,0,0,Estradiol,EFO_0004697
PGS002921,1.0,98,98,0,0,Estradiol,EFO_0004697
